"Table ID","Country or Area Code","Country or Area","Year","Value","Value Footnotes","Unit"
"164","584","Marshall Islands","2005","0","","%"
"164","584","Marshall Islands","2004","0","","%"
"164","584","Marshall Islands","2003","0","","%"
"164","584","Marshall Islands","2002","0","","%"
"164","584","Marshall Islands","2001","0","","%"
"164","584","Marshall Islands","2000","0","","%"
"164","584","Marshall Islands","1999","0","","%"
"164","584","Marshall Islands","1998","0","","%"
"164","584","Marshall Islands","1997","0","","%"
"164","584","Marshall Islands","1996","0","","%"
"164","584","Marshall Islands","1995","0","","%"
"164","584","Marshall Islands","1990","0","","%"
"164","474","Martinique","2012","90","","%"
"164","474","Martinique","2004","48.2000007629395","","%"
"164","474","Martinique","2001","44.3199996948242","","%"
"164","480","Mauritius","2015","25","","%"
"164","480","Mauritius","2014","24","","%"
"164","480","Mauritius","2013","23","","%"
"164","480","Mauritius","2012","22.2399997711182","16","%"
"164","480","Mauritius","2011","20.9799995422363","16","%"
"164","480","Mauritius","2010","20.1000003814697","16","%"
"164","480","Mauritius","2009","19.4599990844727","16","%"
"164","480","Mauritius","2008","19.3999996185303","17","%"
"164","480","Mauritius","2007","19.0499992370605","17","%"
"164","480","Mauritius","2000","20","","%"
"164","480","Mauritius","1999","15","","%"
"164","480","Mauritius","1998","10","","%"
"164","480","Mauritius","1997","10","","%"
"164","480","Mauritius","1996","10","","%"
"164","480","Mauritius","1995","10","","%"
"164","480","Mauritius","1990","10","","%"
"164","484","Mexico","2013","50.1914291381836","","%"
"164","484","Mexico","2012","47.4599990844727","","%"
"164","484","Mexico","2011","46.5","","%"
"164","484","Mexico","2010","44.7697715759277","","%"
"164","484","Mexico","2009","42.1493148803711","","%"
"164","484","Mexico","2008","40.2099990844727","","%"
"164","484","Mexico","2007","38.310001373291","","%"
"164","484","Mexico","2006","36.0999984741211","","%"
"164","484","Mexico","2005","35","","%"
"164","484","Mexico","2004","31.5","","%"
"164","484","Mexico","2003","29.7000007629395","","%"
"164","484","Mexico","2002","27.7000007629395","","%"
"164","484","Mexico","2001","25.2000007629395","","%"
"164","484","Mexico","2000","22.8999996185303","","%"
"164","484","Mexico","1993","21.7999992370605","","%"
"164","492","Monaco","2015","100","","%"
"164","492","Monaco","2014","100","","%"
"164","492","Monaco","2013","100","","%"
"164","492","Monaco","2012","100","","%"
"164","492","Monaco","2011","100","","%"
"164","492","Monaco","2010","100","","%"
"164","492","Monaco","2009","100","","%"
"164","492","Monaco","2008","100","","%"
"164","492","Monaco","2007","100","","%"
"164","492","Monaco","2006","100","","%"
"164","492","Monaco","2005","100","","%"
"164","492","Monaco","2004","100","","%"
"164","492","Monaco","2003","100","","%"
"164","492","Monaco","2002","100","","%"
"164","492","Monaco","2001","100","","%"
"164","492","Monaco","2000","100","","%"
"164","492","Monaco","1999","100","","%"
"164","492","Monaco","1998","100","","%"
"164","492","Monaco","1997","100","","%"
"164","492","Monaco","1996","100","","%"
"164","492","Monaco","1995","100","","%"
"164","492","Monaco","1990","100","","%"
"164","499","Montenegro","2012","18","","%"
"164","499","Montenegro","2011","18","","%"
"164","499","Montenegro","2010","18","","%"
"164","499","Montenegro","2009","18","","%"
"164","499","Montenegro","2008","17","","%"
"164","499","Montenegro","2007","15","","%"
"164","499","Montenegro","2006","11","","%"
"164","499","Montenegro","2005","10","","%"
"164","528","Netherlands","2015","100","","%"
"164","528","Netherlands","2014","100","","%"
"164","528","Netherlands","2013","100","","%"
"164","528","Netherlands","2012","100","","%"
"164","528","Netherlands","2011","100","","%"
"164","528","Netherlands","2010","100","","%"
"164","528","Netherlands","2008","100","","%"
"164","528","Netherlands","2006","100","","%"
"164","528","Netherlands","2005","100","","%"
"164","528","Netherlands","2004","100","","%"
"164","528","Netherlands","2003","100","","%"
"164","528","Netherlands","2002","100","","%"
"164","528","Netherlands","2001","100","","%"
"164","528","Netherlands","2000","100","","%"
"164","528","Netherlands","1999","100","","%"
"164","528","Netherlands","1998","100","","%"
"164","528","Netherlands","1997","100","","%"
"164","528","Netherlands","1996","99","","%"
"164","528","Netherlands","1995","99.4000015258789","","%"
"164","528","Netherlands","1994","99","","%"
"164","528","Netherlands","1993","99","","%"
"164","528","Netherlands","1992","98","","%"
"164","528","Netherlands","1991","98","","%"
"164","528","Netherlands","1990","98","","%"
"164","554","New Zealand","2015","84.0999984741211","","%"
"164","554","New Zealand","2014","82","","%"
"164","554","New Zealand","2013","82","","%"
"164","554","New Zealand","2012","82","","%"
"164","554","New Zealand","2011","82","","%"
"164","554","New Zealand","2010","81.8000030517578","","%"
"164","554","New Zealand","2009","81.6999969482422","","%"
"164","554","New Zealand","2008","81.6999969482422","","%"
"164","554","New Zealand","2007","81.5999984741211","","%"
"164","554","New Zealand","2006","81.5","","%"
"164","554","New Zealand","2005","81.3000030517578","","%"
"164","554","New Zealand","2004","81.0999984741211","","%"
"164","554","New Zealand","2003","80.8000030517578","","%"
"164","554","New Zealand","2002","80.5","","%"
"164","554","New Zealand","2001","80.5","","%"
"164","554","New Zealand","2000","80.8000030517578","","%"
"164","554","New Zealand","1999","80","","%"
"164","554","New Zealand","1998","80","","%"
"164","554","New Zealand","1997","80","","%"
"164","554","New Zealand","1996","80","","%"
"164","554","New Zealand","1995","80","","%"
"164","554","New Zealand","1990","80","","%"
"164","578","Norway","2015","98.9000015258789","","%"
"164","578","Norway","2014","97.5","","%"
"164","578","Norway","2013","97.5999984741211","","%"
"164","578","Norway","2012","97.6999969482422","","%"
"164","578","Norway","2011","97.5","","%"
"164","578","Norway","2010","97.4000015258789","","%"
"164","578","Norway","2009","96.5","","%"
"164","578","Norway","2008","95.5","","%"
"164","578","Norway","2007","95.5999984741211","","%"
"164","578","Norway","2006","96.1999969482422","","%"
"164","578","Norway","2005","95.6999969482422","","%"
"164","578","Norway","2004","93.6999969482422","","%"
"164","578","Norway","2003","93.5","","%"
"164","578","Norway","2002","91.8000030517578","","%"
"164","578","Norway","2001","93.1999969482422","","%"
"164","578","Norway","2000","94.0999984741211","","%"
"164","578","Norway","1999","93","","%"
"164","578","Norway","1998","93","","%"
"164","578","Norway","1997","90","","%"
"164","578","Norway","1996","87","","%"
"164","578","Norway","1995","87","","%"
"164","578","Norway","1994","86","","%"
"164","578","Norway","1993","86","","%"
"164","578","Norway","1990","80","","%"
"164","591","Panama","2007","55","","%"
"164","591","Panama","2006","48","","%"
"164","591","Panama","2005","46","","%"
"164","591","Panama","2004","36","","%"
"164","591","Panama","2003","34","","%"
"164","591","Panama","2002","33","","%"
"164","591","Panama","2001","31","","%"
"164","591","Panama","2000","30","","%"
"164","616","Poland","2015","94.1999969482422","","%"
"164","616","Poland","2014","93.8000030517578","","%"
"164","616","Poland","2013","95.1999969482422","","%"
"164","616","Poland","2012","93.8000030517578","","%"
"164","616","Poland","2011","90.6999969482422","","%"
"164","616","Poland","2010","89.8000030517578","9","%"
"164","616","Poland","2009","88.8000030517578","9","%"
"164","616","Poland","2008","63.0999984741211","9","%"
"164","616","Poland","2007","87.9000015258789","9","%"
"164","616","Poland","2006","87","9","%"
"164","616","Poland","2005","85.8000030517578","9","%"
"164","616","Poland","2004","84.5","","%"
"164","616","Poland","2003","83.6999969482422","","%"
"164","616","Poland","2002","82.0999984741211","","%"
"164","616","Poland","2001","55.2999992370605","","%"
"164","616","Poland","2000","53.5999984741211","","%"
"164","620","Portugal","2005","79","","%"
"164","410","Republic of Korea","2014","91.8499984741211","","%"
"164","410","Republic of Korea","2013","92.1100006103516","","%"
"164","410","Republic of Korea","2012","91.5999984741211","","%"
"164","410","Republic of Korea","2011","90.9000015258789","","%"
"164","410","Republic of Korea","2010","90.0999984741211","","%"
"164","410","Republic of Korea","2009","89.4000015258789","","%"
"164","410","Republic of Korea","2008","88.5999984741211","","%"
"164","410","Republic of Korea","2007","87.0999984741211","","%"
"164","410","Republic of Korea","2006","85.5","","%"
"164","410","Republic of Korea","2005","83.5","","%"
"164","410","Republic of Korea","2004","81.4000015258789","","%"
"164","410","Republic of Korea","2003","78.8000030517578","","%"
"164","410","Republic of Korea","2002","75.8000030517578","","%"
"164","410","Republic of Korea","2001","73.1999969482422","","%"
"164","410","Republic of Korea","2000","70.5","","%"
"164","410","Republic of Korea","1999","68.4000015258789","","%"
"164","410","Republic of Korea","1998","65.9000015258789","","%"
"164","410","Republic of Korea","1997","60.9000015258789","","%"
"164","410","Republic of Korea","1996","52.5999984741211","","%"
"164","410","Republic of Korea","1995","45.2000007629395","","%"
"164","410","Republic of Korea","1994","42","","%"
"164","410","Republic of Korea","1993","41.2999992370605","","%"
"164","410","Republic of Korea","1990","32.9000015258789","","%"
"164","498","Republic of Moldova","2000","54","","%"
"164","498","Republic of Moldova","1999","53","","%"
"164","638","Réunion","2014","48.8676986694336","","%"
"164","638","Réunion","2004","35.9000015258789","","%"
"164","638","Réunion","2001","32.2000007629395","","%"
"164","638","Réunion","1998","0","","%"
"164","642","Romania","2015","47.7999992370605","","%"
"164","642","Romania","2014","47","","%"
"164","642","Romania","2013","46.2000007629395","","%"
"164","642","Romania","2012","45","","%"
"164","642","Romania","2011","41.5999984741211","","%"
"164","642","Romania","2010","34.0999984741211","","%"
"164","642","Romania","2009","32.0999984741211","","%"
"164","642","Romania","2008","32","","%"
"164","642","Romania","2007","31.7999992370605","","%"
"164","642","Romania","2006","31.2999992370605","","%"
"164","642","Romania","2005","29.2999992370605","","%"
"164","642","Romania","2004","27.7999992370605","","%"
"164","659","Saint Kitts and Nevis","2012","5","","%"
"164","659","Saint Kitts and Nevis","2011","5","","%"
"164","659","Saint Kitts and Nevis","2010","5","","%"
"164","659","Saint Kitts and Nevis","2009","5","","%"
"164","659","Saint Kitts and Nevis","2008","5","","%"
"164","659","Saint Kitts and Nevis","2007","5","","%"
"164","659","Saint Kitts and Nevis","2006","5","","%"
"164","659","Saint Kitts and Nevis","2005","5","","%"
"164","659","Saint Kitts and Nevis","2004","5","","%"
"164","659","Saint Kitts and Nevis","2003","5","","%"
"164","659","Saint Kitts and Nevis","2002","5","","%"
"164","659","Saint Kitts and Nevis","2001","5","","%"
"164","682","Saudi Arabia","2010","47","","%"
"164","682","Saudi Arabia","2007","44","","%"
"164","682","Saudi Arabia","2006","41","","%"
"164","682","Saudi Arabia","2005","38","","%"
"164","682","Saudi Arabia","2004","37","","%"
"164","682","Saudi Arabia","2003","35","","%"
"164","682","Saudi Arabia","2002","33","","%"
"164","688","Serbia","2015","11.8100004196167","","%"
"164","688","Serbia","2014","11.25","","%"
"164","688","Serbia","2013","10.4200000762939","","%"
"164","688","Serbia","2012","9.89000034332275","","%"
"164","688","Serbia","2011","9.65999984741211","","%"
"164","688","Serbia","2010","9.35999965667725","","%"
"164","688","Serbia","2009","9.21000003814697","","%"
"164","688","Serbia","2008","7.96000003814697","","%"
"164","688","Serbia","2007","7.88000011444092","","%"
"164","688","Serbia","2006","8.51000022888184","","%"
"164","688","Serbia","2005","7.92000007629395","","%"
"164","688","Serbia","2004","7.19999980926514","","%"
"164","688","Serbia","2003","6.80000019073486","","%"
"164","688","Serbia","2002","6.34999990463257","","%"
"164","688","Serbia","2001","5.94999980926514","","%"
"164","688","Serbia","2000","5.57999992370605","","%"
"164","702","Singapore","2015","100","","%"
"164","702","Singapore","2014","100","","%"
"164","702","Singapore","2013","100","","%"
"164","702","Singapore","2012","100","","%"
"164","702","Singapore","2011","100","","%"
"164","702","Singapore","2010","100","","%"
"164","702","Singapore","2009","100","","%"
"164","702","Singapore","2008","100","","%"
"164","702","Singapore","2007","99.9000015258789","","%"
"164","702","Singapore","2006","99.9000015258789","","%"
"164","702","Singapore","2005","99.9000015258789","","%"
"164","702","Singapore","2004","99.9000015258789","","%"
"164","702","Singapore","2003","99.9000015258789","","%"
"164","702","Singapore","2002","99","","%"
"164","702","Singapore","2001","99","","%"
"164","702","Singapore","2000","99","","%"
"164","702","Singapore","1999","99","","%"
"164","702","Singapore","1998","99","","%"
"164","702","Singapore","1997","99","","%"
"164","702","Singapore","1996","99","","%"
"164","702","Singapore","1995","99","","%"
"164","702","Singapore","1990","97.5","","%"
"164","705","Slovenia","2015","92.8000030517578","","%"
"164","705","Slovenia","2014","91.5999984741211","","%"
"164","705","Slovenia","2013","91.8000030517578","","%"
"164","705","Slovenia","2012","90.4000015258789","","%"
"164","705","Slovenia","2011","89.5999984741211","","%"
"164","705","Slovenia","2010","86.9000015258789","","%"
"164","705","Slovenia","2009","88.5999984741211","","%"
"164","705","Slovenia","2008","87.5999984741211","","%"
"164","705","Slovenia","2007","87.6999969482422","","%"
"164","705","Slovenia","2006","86.5","","%"
"164","705","Slovenia","2005","85.0999984741211","","%"
"164","705","Slovenia","2004","83.5999984741211","","%"
"164","705","Slovenia","2003","74.8000030517578","","%"
"164","705","Slovenia","2002","73.1999969482422","","%"
"164","705","Slovenia","2001","72.3000030517578","","%"
"164","705","Slovenia","2000","71.4000015258789","","%"
"164","710","South Africa","2011","57","18","%"
"164","710","South Africa","2007","57","","%"
"164","710","South Africa","2006","55","","%"
"164","710","South Africa","2005","54","","%"
"164","710","South Africa","2004","52","","%"
"164","710","South Africa","2003","50","","%"
"164","710","South Africa","2002","50","","%"
"164","710","South Africa","2001","48","","%"
"164","710","South Africa","2000","46","","%"
"164","710","South Africa","1999","45","","%"
"164","710","South Africa","1998","43","","%"
"164","710","South Africa","1997","41","","%"
"164","710","South Africa","1996","39","","%"
"164","710","South Africa","1995","39","","%"
"164","724","Spain","2014","98.4000015258789","","%"
"164","724","Spain","2012","98.6999969482422","","%"
"164","724","Spain","2010","98","","%"
"164","724","Spain","2008","94","","%"
"164","724","Spain","2006","94","","%"
"164","752","Sweden","2014","100","","%"
"164","752","Sweden","2013","100","","%"
"164","752","Sweden","2012","100","","%"
"164","752","Sweden","2011","100","","%"
"164","752","Sweden","2010","100","","%"
"164","752","Sweden","2009","100","","%"
"164","752","Sweden","2008","100","","%"
"164","752","Sweden","2007","100","","%"
"164","752","Sweden","2006","100","","%"
"164","752","Sweden","2005","100","","%"
"164","752","Sweden","2004","100","9","%"
"164","752","Sweden","2003","100","9","%"
"164","752","Sweden","2002","99","9","%"
"164","752","Sweden","2001","99","9","%"
"164","752","Sweden","2000","99","9","%"
"164","752","Sweden","1999","99","","%"
"164","752","Sweden","1995","93","","%"
"164","752","Sweden","1992","95","","%"
"164","752","Sweden","1991","94","","%"
"164","752","Sweden","1990","86","","%"
"164","756","Switzerland","2013","99.6999969482422","9","%"
"164","756","Switzerland","2010","99.6999969482422","9","%"
"164","756","Switzerland","2005","99","9","%"
"164","756","Switzerland","2002","98.8000030517578","","%"
"164","756","Switzerland","2001","98.8000030517578","","%"
"164","756","Switzerland","2000","98.1999969482422","","%"
"164","807","The former Yugoslav Republic of Macedonia","2008","7","","%"
"164","807","The former Yugoslav Republic of Macedonia","2007","7","","%"
"164","807","The former Yugoslav Republic of Macedonia","2006","7","","%"
"164","807","The former Yugoslav Republic of Macedonia","2005","6.5","","%"
"164","807","The former Yugoslav Republic of Macedonia","2004","6","","%"
"164","807","The former Yugoslav Republic of Macedonia","2003","6","","%"
"164","807","The former Yugoslav Republic of Macedonia","2002","6","","%"
"164","807","The former Yugoslav Republic of Macedonia","2001","6","","%"
"164","807","The former Yugoslav Republic of Macedonia","2000","5","","%"
"164","807","The former Yugoslav Republic of Macedonia","1999","5","","%"
"164","807","The former Yugoslav Republic of Macedonia","1995","5","","%"
"164","807","The former Yugoslav Republic of Macedonia","1990","5","","%"
"164","780","Trinidad and Tobago","2016","25.2000007629395","","%"
"164","780","Trinidad and Tobago","2007","25.2000007629395","","%"
"164","780","Trinidad and Tobago","2006","25.2000007629395","","%"
"164","780","Trinidad and Tobago","2005","20","","%"
"164","780","Trinidad and Tobago","2004","30","","%"
"164","780","Trinidad and Tobago","2003","20","","%"
"164","780","Trinidad and Tobago","2002","20","","%"
"164","780","Trinidad and Tobago","2001","20","","%"
"164","788","Tunisia","2010","53.8300018310547","","%"
"164","788","Tunisia","2009","53.5099983215332","","%"
"164","788","Tunisia","2008","52.5499992370605","","%"
"164","788","Tunisia","2007","51.8499984741211","","%"
"164","788","Tunisia","2006","51.2200012207031","","%"
"164","788","Tunisia","2005","48.4000015258789","","%"
"164","788","Tunisia","2004","46.7999992370605","","%"
"164","788","Tunisia","2003","44.9000015258789","","%"
"164","788","Tunisia","2002","41.9000015258789","","%"
"164","788","Tunisia","2001","38.7000007629395","","%"
"164","788","Tunisia","2000","36.7000007629395","","%"
"164","788","Tunisia","1999","34.0999984741211","","%"
"164","788","Tunisia","1995","20","","%"
"164","788","Tunisia","1990","9.10000038146973","","%"
"164","792","Turkey","2014","64.0199966430664","","%"
"164","792","Turkey","2012","58.2999992370605","","%"
"164","792","Turkey","2010","52.0999984741211","","%"
"164","792","Turkey","2009","49.5999984741211","","%"
"164","792","Turkey","2008","46.2000007629395","","%"
"164","792","Turkey","2007","45.7999992370605","","%"
"164","792","Turkey","2006","43.2000007629395","","%"
"164","792","Turkey","2005","42.0999984741211","","%"
"164","792","Turkey","2004","36","9","%"
"164","792","Turkey","2003","30","9","%"
"164","792","Turkey","2002","27","9","%"
"164","792","Turkey","2001","27","9","%"
"164","792","Turkey","2000","26","9","%"
"164","792","Turkey","1999","22.6000003814697","9","%"
"164","792","Turkey","1998","16.6000003814697","9","%"
"164","792","Turkey","1997","14.3999996185303","9","%"
"164","792","Turkey","1996","10.3999996185303","9","%"
"164","792","Turkey","1995","8.89999961853027","9","%"
"164","792","Turkey","1994","9.60000038146973","9","%"
"164","784","United Arab Emirates","2007","78.3000030517578","19","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2010","99.5","","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2009","97","","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2008","97","","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2005","100","9","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2004","100","9","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2003","100","9","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2002","100","9","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2001","100","9","%"
"164","826","United Kingdom of Great Britain and Northern Ireland","2000","98","9","%"
"164","840","United States of America","2012","75.5","","%"
"164","840","United States of America","2008","73.6999969482422","","%"
"164","840","United States of America","2004","74.9000015258789","","%"
"164","840","United States of America","2002","75.4000015258789","","%"
"164","840","United States of America","2000","75.4000015258789","9","%"
"164","840","United States of America","1996","71.8000030517578","","%"
"164","840","United States of America","1992","70","","%"
"164","862","Venezuela (Bolivarian Republic of)","2009","23.7800006866455","","%"
"164","862","Venezuela (Bolivarian Republic of)","2008","22.2999992370605","","%"
"164","862","Venezuela (Bolivarian Republic of)","2007","22","","%"
"164","862","Venezuela (Bolivarian Republic of)","2006","21.8999996185303","","%"
"164","862","Venezuela (Bolivarian Republic of)","2005","21.7000007629395","","%"
"164","862","Venezuela (Bolivarian Republic of)","2004","21.2999992370605","","%"
"164","862","Venezuela (Bolivarian Republic of)","2003","21.1000003814697","","%"
"164","862","Venezuela (Bolivarian Republic of)","2002","20.8999996185303","","%"
"164","862","Venezuela (Bolivarian Republic of)","2001","20.6000003814697","","%"
"164","862","Venezuela (Bolivarian Republic of)","2000","20.1666660308838","","%"
"164","887","Yemen","1999","3.29999995231628","","%"

"fnSeqID","Footnote"
"1","Finalization of the connection works for the entire sanitation system South."
"2","Start of a new waste water treatment plant (North East)."
"3","Information provided by Dhaka Water Supply and Sewerage Authority(DWASA);  Only Dhaka City is considered."
"4","Estimations made by Agency for Statistics of Bosnia and Herzegovina."
"5","Refers to the city of Bujumbura only, the other cities do not have wastewater treatment systems."
"6","The illegal connections (1%), which according to the Municipal Technical Services (SETEMU) is the percentage of the population illegally connected  to the collective networks, are added to the collective connections."
"7","Refers to the population whose toilet or latrine is connected to the sewage system. In Cape Verde, sewage systems are connected to sewage treatment plants or collective septic tanks."
"8","Break."
"9","Estimate."
"10","k = 8.26% is used for the population connected to wastewater treatment services and it is assumed that the same percentages correspond to a treatment of either primary or secondary type (see 'Estimación volumenes agua extraidas por acueductos comunales y municipales.doc'). This is because there is no precise data on this. There are several reasons: there is no micro, nor generalized macromeasurement in households or treatment plants. In fact the volumes of residual water are estimated using a coefficient of return of 70%, and from there other data are inferred. In addition, it is common for sanitary sewage to be used also to evacuate storm water which would cause measurements to be unreliable."
"11","It corresponds to the city of Santo Domingo and represents 350,063 inhabitants."
"12","The values relate only to the population of Conakry. There are no statistics for the cities in the interior of the country. However, we can state that almost everyone is served by either septic tanks or latrines in the cities. In rural areas, latrines exist in all large villages (more than 500 inhabitants). In the city of Conakry, despite the weakness of the single system of purification, the entire population is served by septic tanks or by family latrines."
"13","Iraq's Environmental Statistics Report for the Years 2013-2014 Data Source Ministry of Municipalities and Public Works and Municipality of Baghdad (low percentage of people connected to wastewater collection network in 2014 due to the success of sewage projects due to the security situation and the reduction of the state budget with the increase in the population)."
"14","No urban wastewater treatment plant."
"15","Standard used in sewerage industry to measure access to sewerage systems is Population Equivalent (PE)."
"16","Assumption made that population equivalent per household is 3.6."
"17","Assumption made that population equivalent per household is 3.7."
"18","Available data as of 31 March; end of the financial year for the Department of Water Affairs and Sanitation."
"19","The ratio represents the number of housing units according to the Household Income and Expenditures Survey for the year 2007-2008."
